X,Y,Layer,SubClasses,ExtendedEntity,Linetype,EntityHandle,Text
-152.498486088452,57.7702078612936,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 591c79fa-2e49-434f-a709-90e1dfe75c14 },,16C,
-152.498486088452,57.7702078612936,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c68a39fb-8a85-44ca-8aed-c97d4a1181e6 },,16D,
-152.497253278266,57.7709225033338,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c68a39fb-8a85-44ca-8aed-c97d4a1181e6 },,16D,
-152.497253278266,57.7709225033338,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 1fde465f-0adc-450a-83f0-4650b7a380c6 },,16E,
-152.495930734529,57.7716849069311,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 1fde465f-0adc-450a-83f0-4650b7a380c6 },,16E,
-152.495930734529,57.7716849069311,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c1a183cb-3279-46a6-b909-40e60f319e2a },,16F,
-152.494645879448,57.7724248058704,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ c1a183cb-3279-46a6-b909-40e60f319e2a },,16F,
-152.492810521452,57.7726749643354,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 7c983923-8c01-4771-baa7-8fd87e355c1c },,170,
-152.491670889751,57.7728351268515,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 7c983923-8c01-4771-baa7-8fd87e355c1c },,170,
-152.491670889751,57.7728351268515,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e9700f73-75bc-4787-b190-4de3c0d30679 },,171,
-152.489972966649,57.7730829475479,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ e9700f73-75bc-4787-b190-4de3c0d30679 },,171,
-152.494874347255,57.7726301772515,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d4a5833-174c-4800-9ffe-f7ce3d23fa0b },,172,
-152.49029619109,57.7732629159793,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d4a5833-174c-4800-9ffe-f7ce3d23fa0b },,172,
-152.489864714777,57.7733222125583,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 5d4a5833-174c-4800-9ffe-f7ce3d23fa0b },,172,
-152.489972966649,57.7730829475479,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ cb48224e-71c0-4823-8742-078db8d10fd0 },,173,
-152.489972966649,57.7730829475479,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ cb48224e-71c0-4823-8742-078db8d10fd0 },,173,
-152.488546539506,57.7732674137591,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ cb48224e-71c0-4823-8742-078db8d10fd0 },,173,
-152.511050555725,57.7635587752606,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 75ad870a-ab8e-4b11-a28d-422fbf5d2eee },,174,
-152.510240547881,57.7640346931844,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 75ad870a-ab8e-4b11-a28d-422fbf5d2eee },,174,
-152.500511482528,57.7693758799961,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 48f00508-e30b-4115-af69-f42160485577 },,175,
-152.496245159754,57.7718407763862,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 48f00508-e30b-4115-af69-f42160485577 },,175,
-152.494874347255,57.7726301772515,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 48f00508-e30b-4115-af69-f42160485577 },,175,
-152.504408179534,57.7671075436438,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 59d30c02-6457-4d90-b3f8-8b0c42c2f275 },,176,
-152.508215038782,57.7648884669935,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 59d30c02-6457-4d90-b3f8-8b0c42c2f275 },,176,
-152.508215038782,57.7648884669935,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 3b975561-8638-49a1-8a8d-768e7a124d67 },,177,
-152.51132492586,57.7630691084828,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 3b975561-8638-49a1-8a8d-768e7a124d67 },,177,
-152.501387563238,57.7685309367676,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 718dbb68-f4af-44af-97dc-29bdf083dd4a },,178,
-152.502085470571,57.7681306676486,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 718dbb68-f4af-44af-97dc-29bdf083dd4a },,178,
-152.502085470571,57.7681306676486,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 3d51cae7-30b6-4fe7-9141-f7b275cb6c3b },,179,
-152.502626556635,57.7678203310485,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 3d51cae7-30b6-4fe7-9141-f7b275cb6c3b },,179,
-152.502626556635,57.7678203310485,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 43c79ba3-e5f8-4b02-889b-eeba144eb576 },,17A,
-152.503653549783,57.7678804657697,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 43c79ba3-e5f8-4b02-889b-eeba144eb576 },,17A,
-152.503653549783,57.7678804657697,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 947dd425-db8c-478c-93ea-3fbc16760afe },,17B,
-152.504156476321,57.7675846433637,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 947dd425-db8c-478c-93ea-3fbc16760afe },,17B,
-152.504156476321,57.7675846433637,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 174b4d18-b6a3-4650-ae6e-8b93dce5c532 },,17C,
-152.504673173097,57.7672807141032,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 174b4d18-b6a3-4650-ae6e-8b93dce5c532 },,17C,
-152.504673173097,57.7672807141032,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 711960ba-ebd5-4e48-ac01-10b7936fa4c3 },,17D,
-152.505176082952,57.7669848875488,TRNSMSMWIRE,AcDbEntity:AcDbPolyline,{ 711960ba-ebd5-4e48-ac01-10b7936fa4c3 },,17D,
